sref,cref,bref,tipChord,leadingEdgeX,taperStartY,transitionEndY,fuselageLength,fuselageEndY,taperRatio,taperPositionRatio,transitionWidth,transitionSetbackRatio
1.8341,0.6694,3.0328,0.3658,0.6096,0.7384,0.2198,1.2192,0.0674,0.6,0.4,0.1524,1
1.8477,0.6853,3.0328,0.3658,0.7112,0.7324,0.2098,1.3208,0.0574,0.6,0.4,0.1524,1
1.7255,0.6073,3.0328,0.3658,0.3048,0.521,0.2722,0.9144,0.1198,0.6,0.2,0.1524,1
1.7424,0.6235,3.0328,0.3658,0.4064,0.5028,0.2494,1.016,0.097,0.6,0.2,0.1524,1
1.7572,0.6395,3.0328,0.3658,0.508,0.4893,0.2326,1.1176,0.0802,0.6,0.2,0.1524,1
1.7709,0.6556,3.0328,0.3658,0.6096,0.4791,0.2198,1.2192,0.0674,0.6,0.2,0.1524,1
1.7839,0.672,3.0328,0.3658,0.7112,0.4711,0.2098,1.3208,0.0574,0.6,0.2,0.1524,1
1.8772,0.6475,3.0328,0.2438,0.3048,1.2675,0.2722,0.9144,0.1198,0.4,0.8,0.1524,1
1.8969,0.6627,3.0328,0.2438,0.4064,1.263,0.2494,1.016,0.097,0.4,0.8,0.1524,1
1.9138,0.6776,3.0328,0.2438,0.508,1.2596,0.2326,1.1176,0.0802,0.4,0.8,0.1524,1
1.929,0.6925,3.0328,0.2438,0.6096,1.2571,0.2198,1.2192,0.0674,0.4,0.8,0.1524,1
1.9432,0.7076,3.0328,0.2438,0.7112,1.2551,0.2098,1.3208,0.0574,0.4,0.8,0.1524,1
1.7862,0.6308,3.0328,0.2438,0.3048,1.0187,0.2722,0.9144,0.1198,0.4,0.6,0.1524,1
1.8042,0.6467,3.0328,0.2438,0.4064,1.0096,0.2494,1.016,0.097,0.4,0.6,0.1524,1
1.8198,0.6622,3.0328,0.2438,0.508,1.0029,0.2326,1.1176,0.0802,0.4,0.6,0.1524,1
1.8341,0.6778,3.0328,0.2438,0.6096,0.9977,0.2198,1.2192,0.0674,0.4,0.6,0.1524,1
1.8477,0.6937,3.0328,0.2438,0.7112,0.9938,0.2098,1.3208,0.0574,0.4,0.6,0.1524,1
1.6952,0.6123,3.0328,0.2438,0.3048,0.7699,0.2722,0.9144,0.1198,0.4,0.4,0.1524,1
1.7115,0.6289,3.0328,0.2438,0.4064,0.7562,0.2494,1.016,0.097,0.4,0.4,0.1524,1
1.7259,0.6452,3.0328,0.2438,0.508,0.7461,0.2326,1.1176,0.0802,0.4,0.4,0.1524,1
1.7393,0.6616,3.0328,0.2438,0.6096,0.7384,0.2198,1.2192,0.0674,0.4,0.4,0.1524,1
1.7521,0.6783,3.0328,0.2438,0.7112,0.7324,0.2098,1.3208,0.0574,0.4,0.4,0.1524,1
1.6042,0.5917,3.0328,0.2438,0.3048,0.521,0.2722,0.9144,0.1198,0.4,0.2,0.1524,1
1.6188,0.609,3.0328,0.2438,0.4064,0.5028,0.2494,1.016,0.097,0.4,0.2,0.1524,1
1.632,0.6262,3.0328,0.2438,0.508,0.4893,0.2326,1.1176,0.0802,0.4,0.2,0.1524,1
1.6444,0.6435,3.0328,0.2438,0.6096,0.4791,0.2198,1.2192,0.0674,0.4,0.2,0.1524,1
1.6565,0.6612,3.0328,0.2438,0.7112,0.4711,0.2098,1.3208,0.0574,0.4,0.2,0.1524,1
1.8469,0.6475,3.0328,0.1219,0.3048,1.2675,0.2722,0.9144,0.1198,0.2,0.8,0.1524,1
1.866,0.6629,3.0328,0.1219,0.4064,1.263,0.2494,1.016,0.097,0.2,0.8,0.1524,1
1.8824,0.678,3.0328,0.1219,0.508,1.2596,0.2326,1.1176,0.0802,0.2,0.8,0.1524,1
1.8974,0.6932,3.0328,0.1219,0.6096,1.2571,0.2198,1.2192,0.0674,0.2,0.8,0.1524,1
1.9114,0.7085,3.0328,0.1219,0.7112,1.2551,0.2098,1.3208,0.0574,0.2,0.8,0.1524,1
1.7255,0.6302,3.0328,0.1219,0.3048,1.0187,0.2722,0.9144,0.1198,0.2,0.6,0.1524,1
1.7424,0.6465,3.0328,0.1219,0.4064,1.0096,0.2494,1.016,0.097,0.2,0.6,0.1524,1
1.7572,0.6626,3.0328,0.1219,0.508,1.0029,0.2326,1.1176,0.0802,0.2,0.6,0.1524,1
1.7709,0.6788,3.0328,0.1219,0.6096,0.9977,0.2198,1.2192,0.0674,0.2,0.6,0.1524,1
1.7839,0.6953,3.0328,0.1219,0.7112,0.9938,0.2098,1.3208,0.0574,0.2,0.6,0.1524,1
1.6042,0.6102,3.0328,0.1219,0.3048,0.7699,0.2722,0.9144,0.1198,0.2,0.4,0.1524,1
1.6188,0.6276,3.0328,0.1219,0.4064,0.7562,0.2494,1.016,0.097,0.2,0.4,0.1524,1
1.632,0.6449,3.0328,0.1219,0.508,0.7461,0.2326,1.1176,0.0802,0.2,0.4,0.1524,1
1.6444,0.6623,3.0328,0.1219,0.6096,0.7384,0.2198,1.2192,0.0674,0.2,0.4,0.1524,1
1.6565,0.68,3.0328,0.1219,0.7112,0.7324,0.2098,1.3208,0.0574,0.2,0.4,0.1524,1
1.4828,0.587,3.0328,0.1219,0.3048,0.521,0.2722,0.9144,0.1198,0.2,0.2,0.1524,1
1.4953,0.6056,3.0328,0.1219,0.4064,0.5028,0.2494,1.016,0.097,0.2,0.2,0.1524,1
1.5068,0.6242,3.0328,0.1219,0.508,0.4893,0.2326,1.1176,0.0802,0.2,0.2,0.1524,1
1.518,0.643,3.0328,0.1219,0.6096,0.4791,0.2198,1.2192,0.0674,0.2,0.2,0.1524,1
1.5291,0.6621,3.0328,0.1219,0.7112,0.4711,0.2098,1.3208,0.0574,0.2,0.2,0.1524,1
